EXPEDIENT;DISTRICTE;BARRI;TIPUS_CARRER;CARRER;TIPUS_NUM;NUM1;LLETRA1;NUM2;LLETRA2;BLOC;PORTAL;ESCALA;PIS;PORTA
02-2012-1048;Eixample;la Sagrada Família;C;SARDENYA;2;302;;;;;;;PR;1
02-2012-1046;Eixample;la Sagrada Família;C;SARDENYA;2;302;;;;;;;PR;2
02-2014-1680;Eixample;la Sagrada Família;C;SARDENYA;2;306;;;;;;;01;
02-2014-1677;Eixample;la Sagrada Família;C;SARDENYA;2;306;;;;;;;02;
02-2014-1395;Eixample;la Sagrada Família;C;SARDENYA;2;306;;;;;;;03;
02-2014-1675;Eixample;la Sagrada Família;C;SARDENYA;2;306;;;;;;;04;
02-2014-1686;Eixample;la Sagrada Família;C;SARDENYA;2;306;;;;;;;BJ;1
02-2014-1690;Eixample;la Sagrada Família;C;SARDENYA;2;306;;;;;;;BJ;2
02-2014-1684;Eixample;la Sagrada Família;C;SARDENYA;2;306;;;;;;;PR;
02-2013-0488;Eixample;la Sagrada Família;C;SARDENYA;1;319;;;;;;;03;1
02-2012-0591;Eixample;la Sagrada Família;C;SARDENYA;1;319;;;;;;;04;4
02-2011-1278;Eixample;la Sagrada Família;C;SARDENYA;1;319;;;;;;;AT;1
02-2011-0644;Eixample;la Sagrada Família;C;SARDENYA;2;322;;;;;;B;02;1
02-2014-0462;Eixample;la Sagrada Família;C;SARDENYA;2;332;;;;;;;01;2
02-2013-0226;Eixample;la Sagrada Família;C;SARDENYA;2;332;;;;;;;03;2
06-2013-0025;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SARDENYA;1;333;;;;;;;06;4
02-2014-1400;Eixample;la Sagrada Família;C;SARDENYA;2;334;;;;;;;01;
02-2014-1407;Eixample;la Sagrada Família;C;SARDENYA;2;334;;;;;;;02;
02-2014-1414;Eixample;la Sagrada Família;C;SARDENYA;2;334;;;;;;;03;1
02-2014-1422;Eixample;la Sagrada Família;C;SARDENYA;2;334;;;;;;;03;2
02-2014-1396;Eixample;la Sagrada Família;C;SARDENYA;2;334;;;;;;;04;1
02-2014-1431;Eixample;la Sagrada Família;C;SARDENYA;2;334;;;;;;;04;2
02-2014-1438;Eixample;la Sagrada Família;C;SARDENYA;2;334;;;;;;;AT;
02-2014-1377;Eixample;la Sagrada Família;C;SARDENYA;2;334;;;;;;;PR;1
02-2014-1386;Eixample;la Sagrada Família;C;SARDENYA;2;334;;;;;;;PR;2
06-2012-0396;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SARDENYA;1;337;;;;;;;06;2
06-2012-0247;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SARDENYA;1;337;;;;;;;SA;2
02-2013-1011;Eixample;la Sagrada Família;C;SARDENYA;2;338;;;;;;;02;2
02-2014-0966;Eixample;la Sagrada Família;C;SARDENYA;2;340;;;;;;;01;2
02-2014-0970;Eixample;la Sagrada Família;C;SARDENYA;2;340;;;;;;;02;2
02-2014-0969;Eixample;la Sagrada Família;C;SARDENYA;2;340;;;;;;;03;2
02-2014-0964;Eixample;la Sagrada Família;C;SARDENYA;2;340;;;;;;;04;2
02-2014-0965;Eixample;la Sagrada Família;C;SARDENYA;2;340;;;;;;;05;2
02-2013-0518;Eixample;la Sagrada Família;C;SARDENYA;2;342;;;;;;;01;4
02-2014-1202;Eixample;la Sagrada Família;C;SARDENYA;2;354;;;;;;;02;2
02-2014-1204;Eixample;la Sagrada Família;C;SARDENYA;2;354;;;;;;;04;2
02-2014-1201;Eixample;la Sagrada Família;C;SARDENYA;2;354;;;;;;;PR;2
06-2008-0294;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SARDENYA;1;359;;;;;;;02;3
06-2009-0107;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SARDENYA;1;359;;;;;;;03;3
02-2014-1567;Eixample;la Sagrada Família;C;SARDENYA;2;364;;;;;;;01;3
02-2013-1997;Eixample;la Sagrada Família;C;SARDENYA;2;364;;;;;;;03;4
02-2014-0946;Eixample;la Sagrada Família;C;SARDENYA;2;364;;;;;;;04;2
02-2014-1565;Eixample;la Sagrada Família;C;SARDENYA;2;364;;;;;;;05;2
02-2013-1803;Eixample;la Sagrada Família;C;SARDENYA;2;366;;;;;;;01;1
06-2013-0179;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SARDENYA;1;385;;;;;;;05;1
02-2014-1457;Eixample;la Sagrada Família;C;SARDENYA;2;398;;;;;;;01;1
06-2011-0435;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SARDENYA;1;415;;;;;;;03;
06-2012-0344;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SARDENYA;1;427;;;;;;;01;2
06-2012-0343;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SARDENYA;1;427;;;;;;;BJ;
06-2011-0158;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SARDENYA;1;491;;;;;;B;05;3
06-2013-0151;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SARDENYA;1;493;;;;;;;03;2
07-2013-0213;Horta-Guinardó;el Baix Guinardó;C;SARDENYA;2;528;;;;;;;1;1
06-2014-0292;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SARDENYA;1;529;;531;;;;D;11;1
06-2012-0328;Gràcia;la Salut;C;SARDENYA;1;555;;;;;;;06;2
02-2014-1530;Eixample;la Nova Esquerra de l'Eixample;AV;SARRIA;1;31;;;;;;;01;2
02-2014-1532;Eixample;la Nova Esquerra de l'Eixample;AV;SARRIA;1;31;;;;;;;01;3
02-2014-1534;Eixample;la Nova Esquerra de l'Eixample;AV;SARRIA;1;31;;;;;;;04;1
02-2014-1533;Eixample;la Nova Esquerra de l'Eixample;AV;SARRIA;1;31;;;;;;;04;2
02-2014-1525;Eixample;la Nova Esquerra de l'Eixample;AV;SARRIA;1;31;;;;;;;PR;4
02-2012-1637;Eixample;la Nova Esquerra de l'Eixample;AV;SARRIA;1;33;;;;;;;PR;4
06-2014-0402;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SECRETARI COLOMA;2;8;;;;;;;01;2
06-2013-0252;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SECRETARI COLOMA;2;8;;;;;;;02;2
06-2014-0039;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SECRETARI COLOMA;2;42;;46;;;;;EN;3
06-2012-0453;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SECRETARI COLOMA;1;57;;;;;;;03;1
06-2012-0454;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SECRETARI COLOMA;1;57;;;;;;;03;2
06-2012-0455;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SECRETARI COLOMA;1;57;;;;;;;03;4
06-2012-0456;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SECRETARI COLOMA;1;57;;;;;;;04;2
06-2012-0457;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SECRETARI COLOMA;1;57;;;;;;;04;3
06-2012-0458;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SECRETARI COLOMA;1;57;;;;;;;04;4
06-2012-0461;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SECRETARI COLOMA;1;57;;;;;;;05;3
06-2012-0462;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SECRETARI COLOMA;1;57;;;;;;;05;4
06-2012-0460;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SECRETARI COLOMA;1;57;;;;;;;EN;1B
06-2014-0363;Gràcia;el Camp d'en Grassot i Gràcia Nova;C;SECRETARI COLOMA;1;71;;73;;;;;05;4
06-2014-0340;Gràcia;la Salut;C;SECRETARI COLOMA;2;142;;;;;;;04;4
07-2013-0067;Horta-Guinardó;el Guinardó;C;SEGLE XX;1;33;;;;;;;;
03-2013-0406;Sants-Montjuïc;la Marina de Port;C;SEGURA;1;17;;;;;;;01;1
10-2009-0411;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;1;5;;;;;;;05;5
10-2012-0519;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;2;6;;;;;;;01;1
10-2012-0479;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;2;6;;;;;;;02;1
10-2011-0543;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;2;6;;;;;;;04;1
10-2009-0410;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;1;7;;;;;;;;
10-2012-0330;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;2;10;;;;;;;01;1
10-2010-0611;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;2;10;;;;;;;01;2
10-2012-0442;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;2;12;;;;;;;01;2
10-2010-0604;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;2;12;;;;;;;02;2
10-2012-0567;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;2;16;C;;;;;;01;2
10-2010-0607;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;2;16;;;;;;C;02;2
10-2012-0561;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;2;16;C;;;;;;03;2
10-2012-0568;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;2;16;C;;;;;;04;2
10-2010-0028;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;2;18;;;;;;;07;4
10-2010-0612;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;2;18;;;;;;;15;2
10-2010-0609;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;2;18;;;;;;;16;1
10-2010-0606;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C;SELVA DE MAR;2;18;;;;;;;16;4
04-2013-0430;Les Corts;la Maternitat i Sant Ramon;C;SENA;1;9;;;;;;;BJ;
06-2013-0232;Gràcia;la Vila de Gràcia;C;SENECA;1;7;;;;;;;01;1
06-2013-0009;Gràcia;la Vila de Gràcia;C;SENECA;1;7;;;;;;;03;3
06-2013-0373;Gràcia;la Vila de Gràcia;C;SENECA;1;7;;;;;;;04;2
06-2014-0741;Gràcia;la Vila de Gràcia;C;SENECA;1;7;;;;;;;05;3
06-2011-0381;Gràcia;la Vila de Gràcia;C;SENECA;1;15;;;;;;;02;C
06-2011-0369;Gràcia;la Vila de Gràcia;C;SENECA;1;15;;;;;;;02;D
02-2013-1515;Eixample;Sant Antoni;C;SEPULVEDA;1;5;;;;;;;SA;2
02-2013-1447;Eixample;Sant Antoni;C;SEPULVEDA;1;21;;;;;;;02;1
02-2012-0651;Eixample;Sant Antoni;C;SEPULVEDA;1;23;;;;;;;06;2
02-2014-1651;Eixample;Sant Antoni;C;SEPULVEDA;1;25;;;;;;;01;1
02-2013-2266;Eixample;Sant Antoni;C;SEPULVEDA;1;33;;;;;;;01;4
02-2013-0007;Eixample;Sant Antoni;C;SEPULVEDA;1;41;;;;;;;05;1
02-2013-0381;Eixample;Sant Antoni;C;SEPULVEDA;1;45;;;;;;E;04;2
02-2014-1029;Eixample;Sant Antoni;C;SEPULVEDA;2;66;;;;;;;SA;2
02-2014-0901;Eixample;Sant Antoni;C;SEPULVEDA;1;77;;;;;;;01;2
02-2014-2434;Eixample;Sant Antoni;C;SEPULVEDA;1;77;;;;;;;04;2
02-2012-0687;Eixample;Sant Antoni;C;SEPULVEDA;1;85;;;;;;;SA;
02-2013-1504;Eixample;Sant Antoni;C;SEPULVEDA;2;90;;;;;;;05;4
02-2013-0950;Eixample;Sant Antoni;C;SEPULVEDA;1;93;;;;;;;01;1
02-2012-0960;Eixample;Sant Antoni;C;SEPULVEDA;2;94;;;;;;;PR;4
02-2014-1228;Eixample;Sant Antoni;C;SEPULVEDA;1;101;;;;;;;05;4
02-2009-0716;Eixample;Sant Antoni;C;SEPULVEDA;2;114;;;;;;;02;1
02-2010-0714;Eixample;Sant Antoni;C;SEPULVEDA;1;125;;;;;;;01;1
02-2010-0712;Eixample;Sant Antoni;C;SEPULVEDA;1;125;;;;;;;01;2A
02-2010-0713;Eixample;Sant Antoni;C;SEPULVEDA;1;125;;;;;;;01;2B
02-2010-0720;Eixample;Sant Antoni;C;SEPULVEDA;1;125;;;;;;;03;2B
02-2010-0721;Eixample;Sant Antoni;C;SEPULVEDA;1;125;;;;;;;04;2A
02-2010-0723;Eixample;Sant Antoni;C;SEPULVEDA;1;125;;;;;;;04;2B
02-2010-0725;Eixample;Sant Antoni;C;SEPULVEDA;1;125;;;;;;;05;2A
02-2010-0727;Eixample;Sant Antoni;C;SEPULVEDA;1;125;;;;;;;05;2B
02-2010-0732;Eixample;Sant Antoni;C;SEPULVEDA;1;125;;;;;;;AT;
02-2010-0704;Eixample;Sant Antoni;C;SEPULVEDA;1;125;;;;;;;PR;2A
02-2010-0711;Eixample;Sant Antoni;C;SEPULVEDA;1;125;;;;;;;PR;2B
02-2014-2137;Eixample;Sant Antoni;C;SEPULVEDA;2;134;;;;;;;AT;1A
02-2014-1428;Eixample;Sant Antoni;C;SEPULVEDA;2;138;;;;;;;AT;2
02-2014-0012;Eixample;Sant Antoni;C;SEPULVEDA;2;140;;;;;;;06;1
02-2013-2422;Eixample;Sant Antoni;C;SEPULVEDA;1;145;;;;;;;03;1
02-2013-2004;Eixample;Sant Antoni;C;SEPULVEDA;1;151;;;;;;;SA;2
02-2012-1706;Eixample;Sant Antoni;C;SEPULVEDA;1;155;;;;;;;PR;1
02-2013-0087;Eixample;Sant Antoni;C;SEPULVEDA;2;156;;160;;;;;05;5
02-2013-0994;Eixample;Sant Antoni;C;SEPULVEDA;2;156;;160;;;;;06;2
02-2013-2303;Eixample;Sant Antoni;C;SEPULVEDA;1;157;;;;;;;01;1
02-2013-2304;Eixample;Sant Antoni;C;SEPULVEDA;1;157;;;;;;;01;2
02-2013-2305;Eixample;Sant Antoni;C;SEPULVEDA;1;157;;;;;;;02;1
02-2013-2306;Eixample;Sant Antoni;C;SEPULVEDA;1;157;;;;;;;02;2
02-2013-2307;Eixample;Sant Antoni;C;SEPULVEDA;1;157;;;;;;;03;1
02-2013-2308;Eixample;Sant Antoni;C;SEPULVEDA;1;157;;;;;;;03;2
02-2014-1012;Eixample;Sant Antoni;C;SEPULVEDA;1;157;;;;;;;04;1
02-2013-2309;Eixample;Sant Antoni;C;SEPULVEDA;1;157;;;;;;;04;2
02-2014-1007;Eixample;Sant Antoni;C;SEPULVEDA;1;157;;;;;;;EN;1
02-2014-1009;Eixample;Sant Antoni;C;SEPULVEDA;1;157;;;;;;;EN;2
02-2014-1010;Eixample;Sant Antoni;C;SEPULVEDA;1;157;;;;;;;PR;1
02-2014-1011;Eixample;Sant Antoni;C;SEPULVEDA;1;157;;;;;;;PR;2
02-2013-0030;Eixample;Sant Antoni;C;SEPULVEDA;1;161;;;;;;;02;2
02-2014-1220;Eixample;Sant Antoni;C;SEPULVEDA;1;163;;;;;;;01;1
02-2014-1526;Eixample;Sant Antoni;C;SEPULVEDA;1;167;;;;;;;01;1
02-2014-0125;Eixample;Sant Antoni;C;SEPULVEDA;1;169;;;;;;;01;1
02-2014-0124;Eixample;Sant Antoni;C;SEPULVEDA;1;169;;;;;;;01;2
02-2012-1448;Eixample;Sant Antoni;C;SEPULVEDA;1;169;;;;;;;02;1
02-2013-0616;Eixample;Sant Antoni;C;SEPULVEDA;1;169;;;;;;;02;2
02-2012-2006;Eixample;Sant Antoni;C;SEPULVEDA;1;169;;;;;;;03;1
02-2012-2007;Eixample;Sant Antoni;C;SEPULVEDA;1;169;;;;;;;03;2
02-2012-2008;Eixample;Sant Antoni;C;SEPULVEDA;1;169;;;;;;;04;1
02-2012-2009;Eixample;Sant Antoni;C;SEPULVEDA;1;169;;;;;;;04;2
02-2012-2010;Eixample;Sant Antoni;C;SEPULVEDA;1;169;;;;;;;05;1
02-2012-2011;Eixample;Sant Antoni;C;SEPULVEDA;1;169;;;;;;;05;2
02-2014-1577;Eixample;Sant Antoni;C;SEPULVEDA;1;175;;;;;;;01;2
02-2012-1938;Eixample;Sant Antoni;C;SEPULVEDA;2;176;;;;;;;AT;
02-2012-0058;Eixample;Sant Antoni;C;SEPULVEDA;2;178;;;;;;;EN;4
02-2012-1029;Eixample;Sant Antoni;C;SEPULVEDA;1;179;;;;;;;01;2
02-2013-0038;Eixample;Sant Antoni;C;SEPULVEDA;1;181;;;;;;;01;2B
02-2013-0039;Eixample;Sant Antoni;C;SEPULVEDA;1;181;;;;;;;02;1B
02-2013-0035;Eixample;Sant Antoni;C;SEPULVEDA;1;181;;;;;;;03;2A
02-2013-0037;Eixample;Sant Antoni;C;SEPULVEDA;1;181;;;;;;;03;2B
02-2012-1498;Eixample;Sant Antoni;C;SEPULVEDA;1;181;;;;;;;PR;1A
10-2014-0280;Sant Martí;el Clot;C;SEQUIA COMTAL;1;1;;3;;;;;01;3
10-2012-0040;Sant Martí;el Clot;C;SEQUIA COMTAL;2;10;;12;;;;;01;1
10-2012-0039;Sant Martí;el Clot;C;SEQUIA COMTAL;2;10;;12;;;;;01;2
01-2014-0293;Ciutat Vella;el Barri Gòtic;C;SERRA;2;8;;;;;;;01;
01-2013-0411;Ciutat Vella;el Barri Gòtic;C;SERRA;2;8;;;;;;;02;
01-2013-1000;Ciutat Vella;el Barri Gòtic;C;SERRA;2;8;;;;;;;03;
01-2013-0634;Ciutat Vella;el Barri Gòtic;C;SERRA;2;8;;;;;;;04;
01-2014-0236;Ciutat Vella;el Barri Gòtic;C;SERRA;2;8;;;;;;;BJ;
03-2014-0442;Sants-Montjuïc;Sants;PTGE;SERRA I AROLA;2;14;;;;;;;01;
02-2012-0995;Eixample;el Fort Pienc;C;SICILIA;1;109;;;;;;;01;A
02-2012-0996;Eixample;el Fort Pienc;C;SICILIA;1;109;;;;;;;01;B
02-2012-0997;Eixample;el Fort Pienc;C;SICILIA;1;109;;;;;;;01;C
02-2012-0998;Eixample;el Fort Pienc;C;SICILIA;1;109;;;;;;;02;A
02-2012-0999;Eixample;el Fort Pienc;C;SICILIA;1;109;;;;;;;02;B
02-2012-1000;Eixample;el Fort Pienc;C;SICILIA;1;109;;;;;;;02;C
02-2012-1001;Eixample;el Fort Pienc;C;SICILIA;1;109;;;;;;;03;A
02-2012-1002;Eixample;el Fort Pienc;C;SICILIA;1;109;;;;;;;03;B
02-2012-1003;Eixample;el Fort Pienc;C;SICILIA;1;109;;;;;;;03;C
02-2012-1004;Eixample;el Fort Pienc;C;SICILIA;1;109;;;;;;;04;A
02-2012-1005;Eixample;el Fort Pienc;C;SICILIA;1;109;;;;;;;04;B
02-2012-1006;Eixample;el Fort Pienc;C;SICILIA;1;109;;;;;;;04;C
02-2012-1007;Eixample;el Fort Pienc;C;SICILIA;1;109;;;;;;;05;A
02-2012-1008;Eixample;el Fort Pienc;C;SICILIA;1;109;;;;;;;05;B
02-2012-1009;Eixample;el Fort Pienc;C;SICILIA;1;109;;;;;;;05;C
02-2010-0047;Eixample;el Fort Pienc;C;SICILIA;1;143;;;;;;;EN;2
02-2012-0642;Eixample;el Fort Pienc;C;SICILIA;1;145;;;;;;;01;1
02-2013-2128;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;01;1
02-2014-0675;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;01;2
02-2013-2129;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;01;4
02-2013-2120;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;02;1
02-2013-2124;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;02;4
02-2010-0901;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;03;1
02-2010-0890;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;03;2
02-2013-2126;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;03;3
02-2010-0895;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;03;4
02-2010-0893;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;04;2
02-2010-0892;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;04;3
02-2010-0897;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;04;4
02-2014-0676;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;05;1
02-2013-2125;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;06;1
02-2013-2121;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;06;2
02-2010-0899;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;06;4
02-2014-0677;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;AT;1
02-2013-2130;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;PR;1
02-2010-0902;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;PR;2
02-2013-2123;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;PR;3
02-2010-0880;Eixample;el Fort Pienc;C;SICILIA;1;159;;;;;;;PR;4
02-2012-1952;Eixample;el Fort Pienc;C;SICILIA;1;161;;;;;;;05;3
02-2013-2199;Eixample;el Fort Pienc;C;SICILIA;2;172;;;;;;;01;2
02-2013-0459;Eixample;el Fort Pienc;C;SICILIA;1;173;;;;;;;AT;3
02-2014-0411;Eixample;el Fort Pienc;C;SICILIA;2;180;;;;;;;SA;2
02-2012-1256;Eixample;el Fort Pienc;C;SICILIA;2;202;;;;;;;PR;2
02-2014-1123;Eixample;la Sagrada Família;C;SICILIA;1;209;;;;;;;02;
02-2013-0996;Eixample;la Sagrada Família;C;SICILIA;1;211;;;;;;;02;
02-2013-2457;Eixample;el Fort Pienc;C;SICILIA;2;212;;;;;;;03;4
02-2013-2438;Eixample;la Sagrada Família;C;SICILIA;1;219;;;;;;;03;2
02-2010-0643;Eixample;el Fort Pienc;C;SICILIA;2;222;;;;;;;05;2
02-2013-1217;Eixample;el Fort Pienc;C;SICILIA;2;242;;;;;;5;02;A
02-2010-1001;Eixample;la Sagrada Família;C;SICILIA;1;255;;;;;;;01;1
02-2010-0999;Eixample;la Sagrada Família;C;SICILIA;1;255;;;;;;;01;2
02-2010-1003;Eixample;la Sagrada Família;C;SICILIA;1;255;;;;;;;01;3
02-2010-1004;Eixample;la Sagrada Família;C;SICILIA;1;255;;;;;;;01;4
02-2010-1005;Eixample;la Sagrada Família;C;SICILIA;1;255;;;;;;;02;1
02-2010-1006;Eixample;la Sagrada Família;C;SICILIA;1;255;;;;;;;02;2
02-2010-1007;Eixample;la Sagrada Família;C;SICILIA;1;255;;;;;;;02;3
02-2010-1009;Eixample;la Sagrada Família;C;SICILIA;1;255;;;;;;;02;4
02-2010-1010;Eixample;la Sagrada Família;C;SICILIA;1;255;;;;;;;03;1
02-2010-1012;Eixample;la Sagrada Família;C;SICILIA;1;255;;;;;;;03;2
02-2010-1013;Eixample;la Sagrada Família;C;SICILIA;1;255;;;;;;;03;3
02-2010-1015;Eixample;la Sagrada Família;C;SICILIA;1;255;;;;;;;03;4
02-2010-1018;Eixample;la Sagrada Família;C;SICILIA;1;255;;;;;;;04;1
02-2010-1019;Eixample;la Sagrada Família;C;SICILIA;1;255;;;;;;;04;2
02-2010-1021;Eixample;la Sagrada Família;C;SICILIA;1;255;;;;;;;04;3
